呵	口可kk
㹳	犭吾qw
㻍	王吴ww
㽾	疒出bi
䃖	石烏uw
䍢	罒無sw
䎸	耳吾ew
䑁	月冖ob｜.jo
䒉	舟舞vw
䛩	言亞yy
䟼	足武zw
䡧	車烏iw
䦍	門乞mq
䦜	門吾mw
䫓	.yp
䮏	馬吾mw
䳇	鳥母nm
䳱	鳥務nw
倵	亻武rw
啎	午吾ww
墲	土無tw
奦	大務dw
娪	女吾nw
娬	女武nw
岉	山勿uw
嵨	山烏uw
弙	弓于gy
忢	心五xw
悞	心吴xw
瑦	王烏ww
璑	王無ww
碔	石武uw
祦	示吴uw
窹	穴吾xw｜.bw
箼	竹屋vw
粅	米勿mw
茣	艹吴cw
莁	艹巫cw
蘁	艹噩ce
螐	虫烏iw
蟱	虫無iw
誈	言至yv
譕	言無yw
躌	足舞zw
逜	辶吾zw
鄔	耳烏ew
陚	耳武ew
騖	矛馬mm｜馬攵mw
鯃	魚吾yw
鰞	魚烏yw
鴮	鳥夸nk
鵡	鳥武nw
鶩	鳥攵nw
鷡	鳥無nw
鼿	鼻兀bw
齀	鼻瓦bw
𠒄	出兀iw
𠘻	凡凡ff
𠞆	.dw
𠥢	匚舞kw
𠯃	.gj｜口亅ka
𠵦	吾午ww
𠼘	口吾kw
𡈞	.kg
𡬫	.cv｜舟寸vc
𡯇	.wd
𡵉	山兀uw
𡷤	山吴uw
𢁢	.jx｜.jy｜巾亏jk
𢃀	巾巫jw
𢄓	巾烏jw
𢋹	广林gl
𢑟	𫜹伐xf
𢗳	心毛xm
𢙁	心污xw｜污心wx
𢜮	心某xm
𢝴	忄心xx
𢨂	戈正gv
𢩈	户至hv
𢫸	扌吴fw
𣟒	木木mm｜十林ul
𣨓	歹告dg
𣬽	毛戊mw
𣯎	.mw｜毛皿mm｜日毛om
𣺀	氵夕dx
𤆡	火乌hw
𤕘	父夂fw
𤣬	.yj｜九玉jy
𤭑	瓦吾ww
𤵐	疒勿bw
𤸼	疒烏bw
𥁡	皿污mw
𥎈	矛酉my
𥎮	矢反uf
𥏒	矢吾uw
𥒀	.uw｜石于uy
𥕻	石無uw
𥟽	禾屋hw
𥭠	竹吾vw
𥲐	竹梧vw
𥾕	糸兀sw
𦆞	糸舞sw
𦌬	罒舞sw
𦎦	羊攵yw｜矛羊my
𦥁	罒至sv｜至十vu
𦨉	舟刂vd
𦨳	舟吴vw
𦬂	艹兀cw
𦶀	艹烏cw
𦷽	艹郚cw
𦼇	艹惡ce
𧆹	虎心hx
𧈭	虫兀iw
𧐙	虫務iw
𧑕	虫惡ie
𧰈	豆務dw｜務豆wd
𧳎	豸吾vw
𧴇	.vy
𧺴	走午zw
𧽋	走烏zw
𨂣	足攵zw｜矛足mz
𨑥	辶勿zw
𨖴	辶無zw
𨡡	酋一qa｜酉一ya
𨧗	鈁彡fp｜金彡jp
𨨡	金於jy
𨲬	镸力il
𨶇	門烏mw
𨼊	阝無ew
𨿏	隹巫vw
𩄯	.mo
𩒾	頁吾yw｜吾頁wy
𩓦	頁屈yq｜屈頁qy
𩗽	風亞fy
𩝕	食攵uw｜矛食mu
𩝷	食烏uw
𩠟	首个ug
𩳌	鬼吾gw
𩵱	魚午yw
𩶭	.yk｜魚吴yw
𩺰	魚魚yy
𩻚	魚無yw
𪄝	鳥烏nw
诶	讠矢yu｜言矣yy
係	亻系rx
洒	氵西dx
鳃	鱼思ys
栖	木西mx
腊	月昔ox
細	糸田st
習	白羽by｜羽白yb
囍	喜喜xx
喺	口系kx
鉨	金尔je
呬	口四ks
觽	角𠃌jg｜角嶲jj
晳	日析ox
匸	.aa
犠	牛義ny
卌	丨一aa
銑	金先jx
欷	欠希qx
璽	玉爾ye
矽	石夕ux
郄	阝厷eh｜阝厶es
煕	灬巳hs
噏	口翕kx｜口羽ky
徯	彳奚xx
霫	.yb｜雨習yx
蓆	艹席cx
餼	食氣uq
虩	虎小hx
澙	.dd｜.dh｜氵舄dx
熺	火喜hx
鸂	鳥奚nx
碏	石昔ux
犧	牛羲nx
鰼	.yb｜魚習yx
錫	金易jy
騱	馬奚mx
葈	艹木cm｜木台mt
蟢	虫喜ix
忾	忄气xq
襲	衣龍yl
赩	赤色is
躧	足麗zl
鈢	金木jm
鱚	魚喜yx
潝	氵翕dx｜氵羽dy
綌	糸谷sg
厀	卩桼eq｜卩氺eu
覡	見巫jw
謑	言奚yx
壐	土爾te
渓	氵夫df
焈	火巳hs
熈	灬巳hs｜.ds
蠵	虫冏ij｜虫口ik
釳	金乞jq
鉩	.jn｜金小jx
騽	馬白mb｜馬習mx
焬	火易hy
鄎	耳息ex
墍	土既tj｜.tw
怬	忄四xs
桸	木希mx
榽	木奚mx
歖	欠喜qx
謵	言白yb｜言習yx
貕	豸奚vx
赥	赤欠iq
隟	耳巢ei
隵	.eg｜耳戲ex
鵗	鳥希nx
凞	冫灬dh｜冫熙dx
嚱	.kg｜口戲kx
忥	气心qx
漇	.dv｜氵徙dx
漝	.db｜氵習dx
焁	火吹hi
焟	火昔hx
熂	火氣hq
燨	火義hy
磎	石奚ux
譆	言喜yx
釸	金夕jx
鎴	金息jx
鏭	金悉jx
鐊	金陽jy
鑴	金冏jj｜.jk
饎	食喜ux
㑶	亻氣rq
㔒	.ds
㕧	口尸ku
㗩	口習kx
㙾	土學tx
㚛	大旨dv
㛓	女希nx
㜎	女奚nx
㞒	尸自uz
㠄	山習ux
㣟	彳吉xj
㤴	.xv
㤸	心赤xi
㥡	忄木xm
㦻	戈習gx
㩗	.fx
㭡	木囟mx
㮩	木息mx
㯕	木斯ms
㳧	.dv
㵿	.dj
㸍	火戲hx
㹫	犭夷qy
㺣	犭戲qx
㽯	.ts
㿇	疒習bx
䀘	.oj
䈪	𥫗鬲vg
䊠	米既mj
䏮	月丶od
䐼	月絜oj
䓇	艹赤ci
䖒	虍豆hd
䙵	西圭xg
䙽	大儿de
䚷	言兮yx
䛥	言希yx
䜁	.yd
䜣	讠斤yj
䢄	.xv
䧍	耳谷eg
䨳	.yy
䩤	革見gj
䫣	頁奚yx
䮎	馬希mx
䲪	鳥大nd
卥	卜丶bd｜.bp｜.sh
唽	口析kx
嬆	女翕nx｜.ny
屓	尸貝ub
屖	尸辛ux
屭	尸贔ub
嵠	山奚ux
徆	彳西xx
恄	心吉xj
悕	忄希xx
惁	心析xx
慀	忄奚xx
憘	心喜xx
扸	扌片fp
椞	木析mx
椺	木保mb
橀	木皿mm
橲	木喜mx
氥	气西qx
犔	牛氣nq
琋	王希wx
瘜	疒息bx
瞦	目喜ox
矖	目麗ol
磶	.ud｜.uh
礂	石喜ux
糦	米喜mx
緆	糸易sy
縘	糸奚sx
縰	糸龰sv｜糸徙sx
繥	糸喜sx
羛	.yf
翖	羽合yh
肹	月兮ox
舃	.jd｜臼灬jh
莃	艹希cx
蒠	艹息cx
蒵	艹奚cx
蕮	艹灬cd｜艹灬ch
薂	艹敫cj｜艹攵cw
衋	血皕xb｜聿血yx
覤	見虎jh
觹	角𠃌jg｜角雋jj
豀	谷奚gx
豯	豕奚ux
趇	走立zl
趘	走尾zw
蹝	.zv｜足徙zx
邜	耳夕ex｜夕阝xe
郋	耳自ez
霼	.qy｜雲氣yq
飁	.fb｜風習fx
餏	食衣uy
驨	馬冏mj｜.mk
鬩	鬥兒de
鯑	魚希yx
黖	黑旡hw
𠆱	亻丶rd
𠉢	.ry
𠔃	.bk
𠔍	八由by
𠘕	冫熙dx
𠜗	.dx
𠟊	.dy｜.dx｜翕刂xd
𠤴	匚只kv
𠨚	卩希ex｜希卩xe
𠪙	厂異iy
𠬬	八及bj
𠴭	口易ky
𠶨	口炙kv
𠺒	口息kx
𡁱	口熙kx
𡃢	口暨kj
𡅕	口口kk｜喆口vk
𡏛	土奚tx
𡗞	大幺dy｜幺大yd
𡗳	大公dg
𡘐	大日do
𡘡	臣大id｜大臣di
𡙋	大夂dw
𡜧	女囟nx
𡝧	女制nv｜制女vn
𡦎	子氣zq
𡩤	宀借bj
𡳚	尸國ug
𡶯	山囟ux
𡻎	.cn
𢀊	巢虎ih
𢊚	广徙gx
𢋼	广戲gx
𢑧	𫜹束xu
𢒩	彡徙px
𢒲	亠徙wx
𢗴	忄兮xx
𢙅	心合xh｜合心hx
𢜣	.xx｜木心mx｜心片xp
𢡁	.xh｜忄翕xx
𢤋	.xb
𢧽	.gl｜卜戈bg｜戈丶gd
𢨟	卜咸bx
𢬾	扌希fx
𢭁	扌系fx
𢹍	扌戲fx
𣅾	日冉or｜冉日ro
𣎮	月羲ox
𣒃	木役my
𣚔	木舄mx
𣟵	木戲mx
𣢁	欠尸qu
𣢂	欠尸qu
𣢍	欠兮qx
𣢎	欠氏qu
𣢑	屮欠cq｜欠一qa
𣢓	欠廿qc｜廿欠cq
𣣉	欠兒qe｜兒欠eq
𣤢	.qj｜車欠iq｜欠殳qu
𣤳	.qv｜欠彼qb｜直欠vq
𣤴	欠戲qx｜戲欠xq
𣨗	歹析dx
𣯪	毛徙mx
𣳬	氵缶df
𤃪	氵戲dx
𤄎	.dd
𤄬	氵雞dj
𤇴	臣灬ih
𤌷	火恚hh
𤓔	火大hd
𤓚	火灬hh
𤟧	犭思qs
𤠓	犭奚qx
𤡡	犭人qr
𤡬	犭壹qy
𤢀	犭喜qx
𤤱	王又wy
𤥒	王西wx
𤬕	瓜儿ge
𤬘	.gx｜虍瓜hg｜瓜豆gd
𤮆	瓦虚wx
𤮙	.wx｜瓦豆wd｜虍瓦hw
𤲺	田奚tx
𤳥	.jl｜田林tl
𤶈	疒西bx
𤶰	疒皿bm
𤹊	疒虫bi
𥄖	目十ou
𥄛	目予oy
𥈜	.fj
𥈻	目土ot
𥋁	目电od
𥋟	目義oy
𥎃	矛氣mq
𥪦	立奚lx
𥮬	𥫗易vy
𥰝	𥫗息vx
𥰥	竹奚vx
𥺚	米析mx
𥻥	米鬲mg
𥿭	糸厶ss
𦂅	糸枲sx
𦃝	.sj｜糸糸ss
𦐠	羽氐yd
𦙝	月丁od
𦜱	月虫oi
𦞝	月氣oq
𦠪	人肉rr
𦤈	自从zc
𦩭	舟思vs
𦪿	舟龍vl
𦮐	.cx｜艹大cd
𦱓	艹畀cb
𦷲	艹糸cs
𦸚	艹習cx
𦼗	艹犀cx
𧀬	艹膝cx
𧂙	艹潟cx
𧈅	虍几hj｜小虎xh
𧈍	單虎dh
𧉁	虫气iq｜气虫qi
𧋐	虫束iu
𧎵	虫氣iq
𧐔	虫習ix
𧚃	衤系yx
𧣩	角希jx
𧤟	角氣jq
𧥤	言尸yu
𧦁	言入yr
𧧹	.yr
𧪢	言氣yq
𧬈	.yh｜言翕yx
𧯈	谷小gx
𧯊	谷小gx
𧯗	谷奚gx
𧱲	豕氣uq
𧲘	豕戲ux
𧶖	貝希bx
𧹨	赤昔ix｜昔赤xi
𧹶	赤累il
𧹽	赤㬎ix
𧺨	走心zx
𧻶	走希zx
𧿅	足十zu
𧿝	足兮zx
𨀙	足吉zj
𨋦	車又iy
𨐛	辛尿xn｜尿辛nx
𨜐	.es｜思阝se
𨞘	.ed｜虍阝he
𨡂	酉希yx
𨮪	爾金ej
𨳛	門及mj
𨷘	門需mx
𨻁	阝息ex
𨻥	.ex
𨿛	隹希vx
𩅖	召大vd｜雨大yd
𩊿	革昔gx
𩍆	革舄gx
𩎉	革麗gl
𩎥	韋曳wy
𩒽	頁希yx｜希頁xy
𩗊	風吉fj
𩗱	風析fx
𩛹	飠土ut
𩦇	馬喜mx
𩭡	髟昔ix
𩲁	鬼夕gx
𩽨	.ys
𩾼	鳥水nu｜水鳥un
𩿛	鳥犬nq
𪃼	鳥息nx｜息鳥xn
𪄛	鳥息nx
𪄶	鳥習nx｜習鳥xn
𪅲	.nh｜鳥翕nx｜翕鳥xn
𪓷	黽奚mx｜奚黽xm
𪕯	鼠頁uy
𪖥	鼻希bx
唬	口虎kh
俠	亻夾rj
陜	阝夾ej
瘕	疒叚bj｜疒又by
丅	一丨aa
狹	犭夾qj
轄	車害ih
鎋	金害jh
鍜	金叚jj
陿	阝夾ej
祫	示合uh
硤	石夾uj
峽	山夾uj
烚	火合hh
煆	火叚hj
睱	目叚oj
騢	馬叚mj
舝	{韋首}㐄wf｜乛丨aa
舺	舟甲vj
赮	赤叚ij
鰕	魚叚yj
傄	.rm｜亻目ro
蕸	艹叚cj｜艹遐cx
閕	門牙my
炠	火甲hj
谺	谷牙gy
鎼	.ju
鏬	金乎jh
魻	魚甲yj
㗇	口叚kj
㘡	.wj
㙤	土乎th
㰺	欠叚qj
㽠	田夾tj
䖎	阝虎eh
䖖	虎甲hj
䛅	言甲yj
䦖	門吉mj
䪗	韋叚wj
䫗	頁叚yj
乤	乙下yx
圷	土下tx
夓	𦣻夂bw｜夂八wb
懗	忄赫xh
敮	.pi｜.py
梺	林下lx｜.mx｜.xl
珨	王合wh
疜	疒下bx
疨	疒牙by
碬	石叚uj
筪	竹匣vx
縖	糸害sh
虲	虫卜ib
颬	風牙fy
鶷	鳥害nh
𠖹	冫甲dj
𠢆	力害lh｜害力hl
𠩘	厂夾ij
𠽫	.kx｜口牙ky
𡈮	.kg
𡏘	土夏tx
𡺷	山夏ux
𢈙	广夾gj
𢈤	广甲gj
𢑓	彑父jf
𢗄	心下xx
𢘉	忄甲xj
𢚌	忄父xf
𢝅	心叚xj｜叚心jx
𢩹	扌下fx
𣢗	欠甲qj｜甲欠jq
𣹱	.dh｜氵欠dq
𤗭	片乎ph
𤙇	牛甲nj
𤟝	犭巾qj
𤪆	王牟wm
𤪍	.wq
𥁆	皿牙my｜牙皿ym
𥯾	𥫗舌vu
𥰶	𥫗害vh
𥻴	米夏mx｜夏米xm
𦦕	.ij｜千夾qj｜臼夾jj
𦵯	艹害ch
𦾏	華甲hj
𧆥	虍甲hj
𧇍	缶虎fh
𧈄	虎夏hx
𧔂	宀虫bi｜虫虫ii
𧕱	.qk｜丨虫ai｜虫虫ii
𧦎	言口yk
𧪕	言叚yj
𧪹	言宰yz
𧫒	言卒yz
𧯋	.gx
𨩽	金虐jn
𨲑	镸云iy
𨳉	.mf
𨻲	阝乎eh
𨽯	阝虎eh
𩄗	雨乎yh
𩉾	革甲gj
𩎲	.wm｜.wu
𩏓	韋害wh
𩝛	飠害uh
𩮂	髟曷ih
𪄂	鳥夏nx｜夏鳥xn
𪗾	齒吉ij
𪘘	齒夾ij
現	王見wj
線	糸泉sq
铣	金先jx
県	目小ox
玹	王玄wx
獻	犬鬲qg｜犬鬳qy
顯	页絲ys
鮮	魚羊yy
綫	糸戔sj
晛	日見oj
鹹	鹵咸lx
賢	貝又by
閑	門木mm
険	.er
縣	县系xx
韱	从戈cg｜戈一ga｜戈韭gj
險	耳僉eq
玁	犭敢qg｜犭嚴qy
纖	糹戈sg｜糹韱sx
憲	宀心bx｜心罒xs
廯	广鮮gx
綖	糸延sy
胘	月玄ox
顕	頁显yx
癎	疒間bj
幰	巾憲jx
僩	亻閒rx
鱻	魚魚yy
餡	飠臼uj｜飠臽ux
臽	.dj
僊	亻巳rs
銜	金行jx｜彳亍xi｜行金xj
羨	羊㳄yc｜羊欠yq
陥	阝旧ej
絃	糸玄sx
杴	木欠mq
仚	人山ru
僴	亻間rj
鶱	宀鳥bn｜鳥八nb
枮	木占mv
睍	目見oj
繊	.sg
尠	甚少uu
憸	心僉xq
嫺	女閒nx
襳	衤戈yg｜衤韱yx
屳	入山ru
峴	山見uj
灦	氵顯dx｜氵頁dy
諴	言咸yx
醎	酉咸yx
鍁	金欣jx
嶮	山僉uq
嘕	口焉ky
嫻	女閑nx
橺	木間mj
獫	犭僉qq
珗	王先wx
粯	米見mj
苮	艹仙cx
蜆	虫見ij
譣	言僉yq
軐	車十iu｜.ix
輱	車咸ix
馦	香兼xj
哯	口見kj
啣	口卸kx
涀	氵見dj
湺	氵保db
澖	氵閑dx
瀗	氵憲dx
烍	火先hx
秈	禾山hu
鋧	金見jj
錎	金臼jj｜金臽jx
鍌	金洗jx
鑦	金賢jx
鷳	鳥閒nx
鷴	鳥閑nx
鷼	鳥間nj
㔵	.ks
㘅	口銜kx
㘋	口賢kx
㛾	女咸nx
㜪	女新nx
㡉	巾弦jx
㡾	.gg
㢺	弓妾gq
㦓	忄然xr
㧋	扌犬fq
㧥	扌先fx
㩈	扌窘fj
㪇	.wx
㫫	日亚oy
㬗	日然or
㭠	木先mx
㭹	木弦mx
㮭	.mh
㯀	木旋mx
㳄	氵欠dq
㳭	氵呆dd
㵪	氵羡dx｜.dy
㶍	氵鮮dx
㺌	犭兼qj
㿅	疒徙bx
䀏	目勹og
䁂	.oq
䃱	石戈ug｜石韯ux
䃸	.ug｜.ux
䉯	𥫗賢vx
䉳	𥫗鮮vx
䏹	月見oj
䒸	艹血cx
䕔	艹銜cx
䗾	虫㬎ix
䘆	虫憲ix
䚚	角先jx
䜢	言憲yx
䝨	.db｜貝又by
䞁	.by
䢾	耳先ex
䤼	金泉jq
䥪	金㬎jx
䦥	門林ml
䧋	耳見ej
䧟	耳舀ey
䧮	耳憲ex
䨘	雨見yj
䨷	雨攴yp
䱤	.yd
䲗	魚銜yx
䵇	麻攵mw
䵌	黄夾hj
䶟	.id
佡	亻山ru
僲	亻㐄rf
咞	口开kk
垷	土見tj
塪	土舀ty
奾	女山nu
妶	女玄nx
姭	女力nl｜.nx
娊	女見nj
娹	女弦nx
婱	女弦nx
尟	是少uu
憪	心閒xx
搟	扌軒fx
撊	扌閒fx
撏	扌尋fx
攇	扌憲fx
橌	木閒mx
櫶	木憲mx
毨	毛先mx
獮	犭爾qe
甉	瓦兼wj
癇	疒閒bx
盷	目匀oy
礥	石賢ux
箲	𥫗洗vx
糮	米監mj
絤	糸西sx
纎	.sg｜.sx
臔	月賢ox
莧	艹見cj
藖	艹賢cx
蘚	艹鮮cx
蚿	虫玄ix
蛝	虫艮ig
衘	彳亍xi｜行{卸左}xx
褼	衤巳ys
誢	言見yj
誸	言弦yx
豏	豆兼dj
贒	貝忠bv
赻	走少zu
蹮	.zs
躚	足遷zq｜足巳zs
韅	革絲gs
韯	.ga｜戈韭gj｜.ug
麙	鹿咸lx
麲	麥見mj
鼸	鼠兼uj
𠊏	侁刂ud
𠏓	倉台ct
𠓌	光廉gl
𠚆	.au｜丨凹aa
𠛑	.dx
𠜎	.dx
𠠁	.dx
𠤕	匕矢bu
𠫄	厂令il
𠯟	口见kj
𠷢	口亍ki
𠿢	口羡kx｜.ky
𡐖	土堅tj
𡒓	臣土it｜土罒ts
𡗏	嚴多yd
𡞣	女咸nx｜咸女xn
𡫹	宓咸mx｜宀咸bx
𡰲	尸尸uu
𡾮	山鮮ux
𡿤	山口uk｜卝口ck
𢅮	.jx｜巾炎jy｜土巾tj
𢋮	广攵gw
𢎙	.hh
𢐐	.gg
𢒆	彡忄px
𢕖	.xq｜.xs
𢕭	彳敢xg
𢖋	彳畀xb
𢖝	彳戈xg｜彳韱xx｜.xj
𢛆	心弦xx
𢥌	心鮮xx
𢫿	扌厶fs
𢮂	扌弦fx
𢷑	扌㬎fx
𢹚	.fx｜扌又fy
𣆕	.ox｜力日lo｜日力ol
𣊺	日間oj
𣑹	木巾mj
𣔙	木欣mx
𣕎	木木mm
𣞘	.ml
𣟲	木鮮mx
𣮾	.mu｜毛米mm｜士毛um
𣰷	毛戈mg｜毛韱mx
𤁦	.dx｜.lw｜氵瓦dw
𤉌	火利hl｜利火lh
𤑃	炙兼vj
𤓤	火處hi｜處火ih
𤟅	.qd｜犭臼qj
𤡥	犭閒qx
𤼂	疒憲bx
𥑻	石先ux
𥙆	示玄ux
𥟕	禾芡hq
𥦶	.dx｜穴臼xj
𥬍	𥫗仙vx
𥰳	𥫗丸vw
𥲋	𥫗衒vx
𥻇	米咸mx
𥽏	臣米im｜米罒ms
𦋈	罒戔sj
𦎵	羊能yn
𦑘	羽咸yx｜咸羽xy
𦒜	羽亶yd｜亶羽dy
𦠹	炙炙vv
𦧐	.uj｜厶舌su｜舌十uu
𦩢	舟咸vx
𦭶	艹先cx
𦱁	艹弦cx
𦽭	.dj｜艹臼cj
𧂞	艹炎cy
𧈁	兼虎jh
𧕇	虫鮮ix
𧖙	虫顯ix｜顯虫xi
𧗹	行音xy
𧠒	見壬jr｜壬見rj
𧫹	詹令vl
𧱀	豕先ux
𧸂	貝敢bg
𧻒	.zx｜走力zl
𧼏	走弦zx
𧾨	走憲zx
𨁅	足辛zx
𨇤	足鮮zx
𨏥	車憲ix
𨖱	辶牽zq
𨘙	辶軍zj
𨘞	.zh｜辶干zg
𨙡	辶鳥zn
𨚾	.ye
𨵬	門限mx
𨺘	阝一ea
𩏩	.wj｜韋僉wq
𩝈	飠咸ux
𩤥	馬咸mx
𩤦	.mj｜馬女mn｜女馬nm
𩦂	馬閒mx
𩦹	馬監mj
𩱆	.gg｜鬲女gn
𩶤	魚先yx
𪂶	鳥咸nx｜咸鳥xn
𪄏	.nx｜覀鳥xn｜鳥分nf
𪄷	覀鳥xn
𪔩	鼓咸gx
羊	丶丨da
鄉	阝良el｜乡郎xl
項	工頁gy｜頁工yg
響	音鄉yx
郷	.eg｜乡阝xe
嚮	向阝xe｜鄉向xx
詳	言羊yy
饗	食鄉ux
廂	广相gx
鑲	金襄jx
稥	禾日ho
鄕	耳匕eb｜乡阝xe
麘	鹿香lx
曏	日鄉ox
膷	月鄉ox
衖	行共xg｜彳亍xi
佭	.rj
楿	木香mx
緗	糸相sx
蚃	虫乡ix｜乡虫xi
餉	食向ux
亯	.dr｜亠日wo
儴	亻襄rx
姠	女向nx
欀	木襄mx
缿	缶后fh
鐌	金象jx
㗽	口鄉kx
㟄	山羊uy
㟟	.uj｜山巷ux
䊑	米尚mu
䐟	.og
䔗	艹祥cx
䖮	虫向ix
䜶	.dj
䢽	邑共yg
勨	力象lx
嶑	山象ux
忀	彳襄xx｜.xy
晑	日向ox
栙	木夅mj
絴	糸羊sy
羏	羊彡yp
萫	艹香cx
薌	艹鄉cx
蟓	虫象ix
蠁	虫鄉ix
襐	衤象yx
跭	.zj
鄊	阝耳ee｜乡耶xy
驤	馬襄mx
鮝	龹魚jy｜魚夫yf
鯗	魚丶yd｜羊魚yy
鱌	魚象yx
鱜	魚鄉yx
鱶	魚養yy
𠸮	.ph｜由号yh
𡨇	宀匕bb
𡹷	山降uj
𢄵	巾象jx
𢛖	.xg｜心巷xx
𢞡	.xg｜忄冉xr
𢠷	忄項xx
𢪷	扌目fo
𢭎	.fj
𣂝	斤向jx
𣅰	丐日go｜日丐og
𣨳	歹䢼dg
𤉪	火於hy
𤍀	.yx｜火向hx
𤖽	片向px
𤝷	.qj
𤩪	王象wx
𤭬	瓦缸wg｜缸瓦gw
𤰅	用夂yw｜夂用wy
𤷼	疒相bx
𥀾	.gx
𥊾	工頁gy｜目頁oy
𥗵	.ul｜石石uu
𥣟	禾舄hx
𥫖	立爻ly｜章爻vy
𥿧	糸向sx
𦍲	歹羊dy
𦍴	羊尔ye
𦎈	羊角yj
𦺣	艹項cx
𦺨	艹象cx
𧖿	血昇xu
𧬰	言鄉yx｜鄉言xy
𨀘	足羊zy
𨉽	身王uw
𨖶	辶象zx
𨙵	.ex｜乡阝xe
𨛜	口邑ky｜邑巴yb
𨧑	金工jg
𨷄	.mu｜門者mv
𩑇	音叕yv
𩝾	飠商uu
𩞥	飠敞ui
𩡌	香香xx
𩡠	香黍xu｜黍香ux
𩾬	鳥工ng
𪂼	鳥相nx｜相鳥xn
俏	亻肖rx
篠	竹條vt
姣	女交nj
暁	日尭oy
効	力交lj
殽	殳肴uy
鴞	鳥号nh
熇	火高hg
斅	攴學px｜學又xy
蕭	艹肅cs
曉	日堯oy
銷	金肖jx
詨	言交yj
謏	言叟ys
嚻	吕吕ll｜.yl
梟	{木}鳥mn｜{鳥}木nm
斆	攵學wx
歊	欠高qg
筿	竹条vt
膮	月堯oy
傚	亻效rx
烋	灬休hx
髇	骨高gg
灱	火刀hd
綃	糸肖sx
嘨	口粛ks
囂	口口kk｜頁口yk
櫹	.ms｜木蕭mx
獟	犭堯qy
髐	骨堯gy
庨	广孝gx
瀟	氵肅ds｜氵蕭dx
灲	火刂hd
焇	火肖hx
熽	火肅hs
窙	穴孝xx｜.bx
㑾	亻言ry
㔅	刂肅ds
㗛	口笑kx
㤊	.xx
㹲	犭孝qx
䊥	米肅ms
䒕	艹小cx
䒝	.cx
䕧	.ch
䥵	金曉jx
侾	亻孝rx
俲	.rx
嘋	口教kj
嘯	口肅ks
嘵	口堯ky
婋	女虎nh
宯	宀孝bx
彇	弓肅gs
恔	心交xj
揱	手削ux
歗	欠肅qs
毊	.qq｜.qu
獢	犭喬qq
痚	疒孝bx
痟	疒肖bx
皢	白堯by
硣	石孝ux
簘	.vs
簫	𥫗肅vs
虈	艹吕cl
蟂	虫木im｜虫梟ix
蟰	虫肅is
蠨	虫蕭ix
誟	言孝yx
誵	言肴yy
踃	足肖zx
颵	風肖fx
驍	馬堯my
鴵	鳥兆nv
鷍	鳥臬nn
𠈬	亻土rt
𠏕	亻要ry
𠑪	.rq
𠴡	.km｜口儿ke
𠴳	口肴ky
𠹎	.kx｜口灬kh
𡟣	女巾nj
𡣾	女蕭nx
𡥍	子又zy
𡦝	周孝vx
𡦳	.xv｜孝灬xh｜子灬zh
𡯩	.wx｜尢肖yx
𡱉	尹尹yy
𡷸	山孝ux
𡼚	口口kk｜山口uk
𢓮	彳肖xx
𢛘	忄肴xy
𢪶	扌号fh
𢭦	扌孝fx
𢹳	扌皿fm
𣂬	勹缶gf｜斤缶jf
𣏠	.mx｜木爻my
𣔷	.mg｜木丨ma
𣕇	木削mx
𣟇	木皿mm
𣠎	枲堯xy
𣤡	欠奥qa
𣿣	氵皿dm
𤑳	火蕭hx
𤕢	爻女yn｜女攵nw
𤞚	犭肖qx
𤟞	.qj｜犬口qk｜交犬jq
𤠖	犭高qg
𤡔	犭梟qx
𤣌	犭學qx
𤣠	.qq｜犭吕ql
𤷤	疒肴by
𤽳	白日bo
𤿨	皮肖px
𥆔	目孝ox
𥔑	.us｜石又uy
𥕾	石儿ue
𥽁	米飲my
𥾤	.sx
𦏷	羽大yd｜大羽dy
𦐺	羽肖yx｜肖羽xy
𦟞	.og｜.oy
𦦛	.xq
𦯪	艹杓cb
𦱜	.cd｜艹勺cu
𦺔	.cy｜艹殳cu
𧄤	艹嚚cy
𧍂	虫有iy
𧡼	.ji｜臣見ij｜見火jh
𧢬	.yy｜堯見yj｜見見jj
𧱐	豕孝ux
𧳍	豸肖vx
𧵱	.bl｜厶貝sb｜貝厶bs
𨅋	足肅zs
𨊅	身堯uy
𨠦	酉交yj
𨴹	門孝mx
𨶅	門羔mg
𩋍	革佻gt
𩙚	風蕭fx
𩧓	馬蕭mx
𩫂	高孔gk
𩫳	.gq
𩱴	.gq｜吕鬲lg｜鬲吕gl
𩵖	魚小yx
𩾒	鳥了nl
𩾓	鳥卩ne
𪁎	鳥肖nx｜肖鳥xn
𪊷	鹿孝lx
𪛀	交龜jg
寫	宀灬bh
鲑	鱼圭yg
卨	卜咼bg｜卜口bk｜丨一sh
脇	.ox
謝	言射yu
協	十力ul｜十劦ux
峫	山邪ux
缷	卩缶ef｜缶卩fe
脅	月力ol
瀉	氵灬dh｜氵寫dx
洩	氵曳dy
灺	火也hy
枻	木世mu
龤	.jc｜龠皆yj
諧	言皆yj
媟	女木nm
襭	衤頡yj
纈	糸頡sj
禼	.bd｜.br
攜	扌冏fj｜扌口fk
衺	亠𧘇wy｜衣牙yy｜.dy
夑	夂火wh｜言夊yw
糏	米屑mx
冩	.bd｜.bh
屧	尸木um
祄	示介uj
噧	口萬kw
拹	扌力fl｜扌劦fx
褉	衤契yq
偞	亻木rm
炧	火也hy
緤	糸木sm
炨	火它ht
娎	女折nv
恊	心力xl｜.xx
